shoulder_pan_angle,shoulder_lift_angle,elbow_angle,wrist1_angle,wrist2_angle,wrist3_angle,end_eff_x,end_eff_y,end_eff_z,end_eff_roll,end_eff_pitch,end_eff_yaw,end_eff_w,end_eff_xq,end_eff_yq,end_eff_zq
-1.3908675352679651,-1.6131812534727992,-1.5857619047164917,-1.5020199132016678,1.4337390661239624,1.562626838684082,-6.421770471739712,233.0933687146769,1079.2626257933507,-1.570151539757517,0.05300155349086899,0.0007741245528758266,0.7070790452614999,-0.7066377766338696,0.018469213838311224,0.019004329144224938
-1.2331979910479944,-1.6644884548582972,-1.5602694749832153,-1.4893531513265152,1.4726744890213013,1.5550180673599243,-8.19245969201419,233.09740708521062,1079.2527678161084,-1.5701742627138853,0.051307345117826246,0.004204048591957902,0.707054266345727,-0.7066907988637516,0.016658093474421713,0.019618541368196657
-1.0979183355914515,-1.7033478222289027,-1.5343046188354492,-1.485015147631504,1.4858769178390503,1.5592502355575562,-9.61782535801351,233.09359138657334,1079.2435138099684,-1.5702000550199804,0.0501743645019622,0.0067942226491187144,0.7070306761809939,-0.7067296954642623,0.015341997068921705,0.020134140507473888
-0.9559381643878382,-1.722570081750387,-1.5196093320846558,-1.4836650651744385,1.4900654554367065,1.5785061120986938,-10.638704486953625,233.07625026607417,1079.2384618111166,-1.5702144049321047,0.049895071523735325,0.00934480915707834,0.7070022852665055,-0.706755766979426,0.014341793035018237,0.020937226220363276
-0.8058636824237269,-1.7254482708373011,-1.5261672735214233,-1.485613302593567,1.493129849433899,1.5886348485946655,-11.240843936688625,233.04732918744398,1079.238062448098,-1.5702106383333172,0.05017001369224396,0.012017864785790321,0.7069719857787863,-0.706771125846521,0.013494440602425621,0.0219792417173177
-0.7022631804095667,-1.7313691578307093,-1.5240412950515747,-1.4844473761371155,1.4920397996902466,1.588510274887085,-11.775329043460896,233.02805872506252,1079.2364414900749,-1.5702152615391993,0.05000711166503248,0.013806781715987142,0.7069522496534205,-0.7067855917487087,0.012804603793638333,0.0225540712086177
-0.6505120436297815,-1.7594968281187953,-1.520280361175537,-1.4738938224366684,1.491225242614746,1.5839771032333374,-12.48505752292163,233.0230333140303,1079.2289035046497,-1.5702348983367456,0.04918749706895257,0.014694777481932573,0.7069445414344856,-0.70680320241821,0.012200752023720802,0.02257853045269902
-0.6418498198138636,-1.824592729608053,-1.540277123451233,-1.4431897562793274,1.4901599884033203,1.5838923454284668,-13.441656103658834,233.03151325467903,1079.2116822267558,-1.5702697726816395,0.04786346082842783,0.01482568123196073,0.7069455648321321,-0.7068242099026967,0.011685921680414182,0.022157253757757768
-0.6460359732257288,-1.9046551189818324,-1.61658775806427,-1.312215046291687,1.491484522819519,1.588286280632019,-14.280629276972535,233.04208698859722,1079.1906480350078,-1.5703306169816107,0.045589514664183005,0.014772928377985167,0.7069493662562556,-0.706858246329318,0.01089984584132623,0.021335569051589072
-0.6515391508685511,-1.9870692692198695,-1.6931211948394775,-1.1609319311431427,1.510120153427124,1.6216646432876587,-15.21535447849771,233.05349326471904,1079.167579110986,-1.5703971915249253,0.043429852134419834,0.014999378363130358,0.706946134335492,-0.706894269319222,0.010055473724470262,0.020652907783755163
