shoulder_pan_angle,shoulder_lift_angle,elbow_angle,wrist1_angle,wrist2_angle,wrist3_angle,end_eff_x,end_eff_y,end_eff_z,end_eff_roll,end_eff_pitch,end_eff_yaw,end_eff_w,end_eff_xq,end_eff_yq,end_eff_zq
-1.4218538443194788,-1.5132455018213768,-1.6024045944213867,-1.6212288341917933,1.6182382106781006,1.5661978721618652,-4.667459107963206,233.0478489733221,1079.290836761738,-1.569952059706402,0.05717529151038957,0.0034632219086603955,0.7070801224104033,-0.7065533780533634,0.01899684867240357,0.021427650220867293
-1.4368208090411585,-1.1980306071094056,-1.8584065437316895,-1.6761671505370082,1.637214183807373,1.533522129058838,2.695600279816806,232.86496590819388,1079.3141699672146,-1.5696288571051842,0.06752870503016982,0.003552557763604958,0.7070726732962743,-0.7063324205803397,0.0226297894618309,0.02511252563346527
-1.4419553915606897,-1.0641391438296814,-1.9768551588058472,-1.694711824456686,1.6439658403396606,1.518386960029602,5.895354895327075,232.78436776770695,1079.30370794937,-1.5694878175308382,0.07199028559731885,0.0035901763691624446,0.7070641372196551,-0.7062308411803372,0.024195850021317182,0.026699544289822873
-1.4409001509295862,-1.0051685136607666,-2.021718978881836,-1.6992045841612757,1.6469526290893555,1.5107343196868896,7.222022628427971,232.750848652847,1079.2965297985559,-1.5694308441853349,0.07374653552800904,0.003664636663591436,0.707059490985636,-0.7061901345697926,0.02479129814505355,0.02734522956046211
-1.3522761503802698,-1.0855404299548645,-1.953216791152954,-1.6976458034911097,1.660017967224121,1.5164576768875122,4.962994203445187,232.80591359223757,1079.307976955384,-1.569496438284398,0.07122167215660787,0.005434590916990661,0.7070466408004152,-0.7062648845095187,0.023272657113978898,0.027080326298991132
-1.1943281332599085,-1.1742359858802338,-1.8871104717254639,-1.6968513927855433,1.670978307723999,1.560693383216858,2.3144263644123932,232.85999375740994,1079.3143425209278,-1.5695673413466522,0.06927897306467722,0.008378414751665845,0.7070079843226359,-0.7063446670410894,0.021545134842751945,0.027435900044711855
-0.9606073538409632,-1.3616056007197876,-1.7892459630966187,-1.641249795953268,1.746948003768921,1.6305360794067383,-2.7020724503204434,232.93174441720876,1079.3136966036086,-1.5696934779546186,0.06455036085549501,0.013775510458403193,0.7069542759500328,-0.706489196292614,0.017964955830029838,0.027675397012617505
-0.7713869253741663,-1.5174927350929757,-1.7285200357437134,-1.5533946131220837,1.793028712272644,1.6516294479370117,-6.71981326694862,232.96281403437038,1079.2969702800654,-1.5698312165690624,0.059606247513827544,0.017873677722052405,0.7069173014554955,-0.7066118046987944,0.014766834615873206,0.027379316255529203
-0.6245968977557581,-1.645254751245016,-1.6723312139511108,-1.466988892560341,1.8265167474746704,1.6586503982543945,-10.051836060482636,232.97281333822454,1079.2736270374323,-1.5699640213275645,0.05501200828938957,0.021012391994694315,0.7068901444362926,-0.7067104959611424,0.012031282548546691,0.026867207473617177
-0.5328109900103968,-1.7568260631956996,-1.6034742593765259,-1.4022469830564042,1.8395228385925293,1.666871428489685,-12.93664442906349,232.97904535410095,1079.2448225679484,-1.570095776541263,0.05087848547655743,0.022834430141671747,0.7068741833755795,-0.7067897105464271,0.009923871943615386,0.026052076854873173
-0.49110252061952764,-1.8422204456725062,-1.543897032737732,-1.3296338629773636,1.8394570350646973,1.6690044403076172,-15.110296379705824,232.9867479834377,1079.2164122610352,-1.5702179403868572,0.047120104390478076,0.023555272215167355,0.7068697732774455,-0.706853307214965,0.008338457915188068,0.02497990843770211
-0.4801548163043421,-1.8952580891051234,-1.5124460458755493,-1.2696827215007325,1.833483338356018,1.6671690940856934,-16.367363956777687,232.9943511039774,1079.1961332829,-1.5703006118365235,0.04456847441536365,0.023638293674256076,0.7068708544169328,-0.7068928795256215,0.007405776927639385,0.024108225151364775
-0.49738818803896123,-1.9453283749022425,-1.5056633949279785,-1.1657736462405701,1.8218801021575928,1.6563704013824463,-17.317273587050614,233.00876167933689,1079.1756362161668,-1.570393083827502,0.041575695107537634,0.023130953413372565,0.7068792833320711,-0.70693420325278,0.006525720133519547,0.0228719488464306
-0.517552677785055,-1.985485693017477,-1.5256394147872925,-1.0566076201251526,1.810437798500061,1.6467483043670654,-17.876338626243776,233.0212631944068,1079.159579088449,-1.5704670267083087,0.039151429214418186,0.022576278732242865,0.7068864325049727,-0.7069661186002267,0.005863726248514759,0.021819610587852756
-0.5426753203021448,-2.0029436550536097,-1.5552685260772705,-0.9928543728641053,1.8067071437835693,1.6404638290405273,-17.90356295370436,233.030509406675,1079.153732638335,-1.5704961208607056,0.03814193624838796,0.022071538311341565,0.7068924665098444,-0.7069778556470727,0.005684877486282512,0.021284609093458768
-0.5558841864215296,-2.0137506924071253,-1.582552433013916,-0.958278552894928,1.8058509826660156,1.6386182308197021,-17.84718370341316,233.03465181076157,1079.1510774659132,-1.5705062281884448,0.03779399967529374,0.021825664767633816,0.706895182322993,-0.7069817161469676,0.005648655910236422,0.02107479368437059
-0.5602315107928675,-2.018637796441549,-1.6008336544036865,-0.9445911210826416,1.804715633392334,1.6391335725784302,-17.772587919881605,233.03551095719843,1079.1504518647287,-1.5705065718029996,0.037797883067548006,0.021729964520423355,0.706896027620945,-0.7069815554754723,0.00568385459228191,0.021042341794200527
-0.5603440443622034,-2.02563013652944,-1.6036854982376099,-0.9404397767833252,1.8049201965332031,1.639652132987976,-17.86708942892334,233.03646337970397,1079.1480949251727,-1.5705111016827262,0.037662284545747125,0.021731402318835982,0.7068958363965979,-0.70698354392815,0.005635352066200385,0.0209949495602553
-0.560096565877096,-2.039595743218893,-1.5999455451965332,-0.9375083607486268,1.8053123950958252,1.6389702558517456,-18.12940512859108,233.03891924344754,1079.142703977794,-1.570522398157479,0.037290377302535774,0.021742139944091497,0.7068956233096557,-0.7069886007698795,0.005499934800125297,0.020867363137099828
-0.5607793966876429,-2.0618607006468714,-1.5915007591247559,-0.9291675847819825,1.806274652481079,1.6376087665557861,-18.57150094494975,233.04343688396426,1079.1335668951508,-1.5705437558990736,0.03658538893598761,0.021746221291929612,0.7068953435706071,-0.7069980531252099,0.005248993914489489,0.020619752138227983
-0.5612347761737269,-2.079571386376852,-1.5821338891983032,-0.9211042684367676,1.8068581819534302,1.6353856325149536,-18.948436174164375,233.0472629914724,1079.1258076437275,-1.5705630305705294,0.03593356653927269,0.021747749473314235,0.7068951974617886,-0.7070065410392656,0.005017780158772133,0.020390012639281026
