position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
-0.042462579009366105,0.3938145572370132,0.25501167138881725,-0.8255267183318868,0.5619814510841711,0.051789189313587655,-0.0006048369667100015
0.09934416091767961,0.36066382105673866,0.30363734164287004,0.7534188591922366,-0.6517177720214685,-0.00416882940592639,-0.08721576179926585
0.12850906963348901,0.36985691804246174,0.35048957359483257,0.7517627036991545,-0.6189406016385617,0.04248705538527654,-0.22351782724185779
0.1619372442088861,0.36545596762730714,0.40524733801900326,0.7146576735514165,-0.6033428873356212,0.09588202801322468,-0.340658783300334
0.1821122999754838,0.35713733730137015,0.4389527273793661,0.6748891922754002,-0.6017944764454376,0.13800411249863265,-0.4041322199516935
0.1711098633923585,0.37000818705338884,0.45272514385773754,0.6656037836157124,-0.590703444387516,0.14255098274583738,-0.43326696313401125
0.07839865356345199,0.41315760645612,0.4397168409417951,0.7191951094422323,-0.5718376438656838,0.023777758904924725,-0.3939476130070828
-0.01890801243777624,0.4247505576298945,0.4109329594162394,0.7652656793267224,-0.5818151502245992,-0.09872027852750137,-0.25712619007248133
-0.090146198372996,0.41485618326251594,0.38601020434410227,0.7846342170560421,-0.5902208605409693,-0.14692167348050872,-0.12001042900021695
-0.15873518682211507,0.39487587870539964,0.3507064576786942,-0.794819195405295,0.5903726169292025,0.13804018830760412,-0.025836528548668296
-0.1801093940134165,0.38740964707496,0.33207558592097397,-0.7984126383645298,0.5858755293043609,0.1185839009038894,-0.07228403356580469
-0.19478384997127668,0.3810292317469987,0.31900191423430324,-0.7991943463563579,0.582851292142286,0.10288335045970903,-0.10482263209005144
-0.21169730629784483,0.37444507809559346,0.29156442682648054,-0.8009579193706565,0.5773317032675609,0.06909395925085235,-0.14276043077354286
-0.21709125368718052,0.3715818221163478,0.2736292834226639,-0.8009632166179342,0.5752868672029329,0.04954914472639697,-0.15826505712180963
-0.22136946793906181,0.3744682820363232,0.2546984384591174,-0.8012434357753567,0.5738837600757298,0.04904623190275934,-0.16205200919576498
-0.22581395895288264,0.3783490685031944,0.2338185115878963,-0.8010377105079594,0.5742428328177125,0.04099771045480755,-0.16402116643628467
-0.23001248462843682,0.3824081084925438,0.2197202704943989,-0.8009757385402657,0.5743879026024502,0.03827430710583819,-0.16447334443429337
-0.23193631909667223,0.383361584330142,0.2131651723642757,-0.800392150821633,0.5753822965795766,0.03367686012805386,-0.16484382541620352
-0.2420253731892118,0.3792188477854541,0.21126977581301926,-0.8049675756396744,0.5682544721157115,0.031059772883228854,-0.16777767312047495
-0.24376681030450348,0.37860136801987165,0.21106215651711324,-0.8043454396374458,0.5685883689727702,0.030612939298702586,-0.16970129154141012
-0.25643057860205704,0.3731450652809447,0.2092086643722848,-0.7986796289433896,0.5727538114701369,0.02530323459540654,-0.18282141033339172
-0.25833052965442527,0.37184226987777325,0.2013905412366191,-0.7965948776293275,0.575216985266527,0.014929620375101224,-0.1853081952614618
-0.25797855886220966,0.37097257028066954,0.19559511047611614,-0.7954912503965311,0.5766497078525196,0.007126080527588429,-0.18605914100758839
-0.25598820167088576,0.36937109442821364,0.18918252074845054,-0.7940436353119871,0.578264190268277,-0.0020253144960727274,-0.1873529545405947
-0.25478791768739095,0.36855303631624436,0.18415230217308082,-0.7931468100681973,0.5791157813057226,-0.008717129695198571,-0.18832700595289625
