roll_deg,pitch_deg,yaw_deg
-2.58,0.15,-1.33
-2.69,0.15,-1.24
-2.86,0.14,-1.18
-3.10,0.16,-1.14
2.92,0.14,-1.14
2.82,0.10,-1.13
2.75,0.04,-1.10
2.72,0.00,-1.08
2.72,-0.03,-1.07
2.73,-0.07,-1.07
2.73,-0.07,-1.07
2.73,-0.08,-1.07
2.74,-0.09,-1.07
2.74,-0.10,-1.08
2.74,-0.10,-1.08
2.74,-0.10,-1.08
2.74,-0.11,-1.08
