roll_deg,pitch_deg,yaw_deg
3.10,0.28,-1.30
3.08,0.24,-1.24
3.04,0.16,-1.13
2.90,0.06,-1.02
2.80,-0.01,-0.93
2.76,-0.04,-0.84
2.75,-0.05,-0.77
2.74,-0.06,-0.71
2.74,-0.07,-0.68
2.74,-0.07,-0.65
2.75,-0.09,-0.63
2.77,-0.08,-0.62
2.81,-0.09,-0.61
2.84,-0.10,-0.61
2.86,-0.11,-0.61
2.87,-0.11,-0.60
2.88,-0.11,-0.60
2.89,-0.10,-0.60
2.89,-0.10,-0.60
2.89,-0.10,-0.60
2.89,-0.10,-0.60
2.89,-0.11,-0.60
