roll_deg,pitch_deg,yaw_deg
-3.03,0.04,-1.30
-3.07,0.03,-1.22
-3.11,0.00,-1.06
3.12,-0.00,-0.93
3.09,0.01,-0.83
3.07,0.03,-0.74
3.06,0.07,-0.67
3.06,0.12,-0.62
3.05,0.14,-0.60
3.05,0.14,-0.58
3.05,0.12,-0.56
3.05,0.11,-0.54
3.05,0.11,-0.53
3.05,0.09,-0.52
3.05,0.08,-0.52
3.04,0.08,-0.52
3.04,0.08,-0.52
3.04,0.07,-0.52
3.04,0.08,-0.53
