roll_deg,pitch_deg,yaw_deg
-2.79,0.60,-1.42
-2.65,0.69,-1.39
-2.55,0.71,-1.34
-2.55,0.67,-1.32
-2.77,0.62,-1.32
-2.97,0.53,-1.34
3.09,0.42,-1.35
2.94,0.28,-1.33
2.86,0.15,-1.28
2.84,0.06,-1.23
2.82,0.01,-1.19
2.82,-0.03,-1.16
2.80,-0.03,-1.14
2.81,-0.05,-1.12
2.81,-0.07,-1.11
2.81,-0.07,-1.10
2.81,-0.07,-1.10
2.81,-0.07,-1.10
2.81,-0.06,-1.10
