roll_deg,pitch_deg,yaw_deg
3.04,0.60,-1.44
3.01,0.58,-1.43
2.94,0.54,-1.40
2.88,0.48,-1.34
2.79,0.35,-1.23
2.70,0.17,-1.12
2.65,0.04,-1.03
2.64,-0.04,-0.99
2.66,-0.05,-0.93
2.69,-0.04,-0.86
2.73,-0.03,-0.82
2.75,-0.04,-0.79
2.75,-0.04,-0.78
2.75,-0.04,-0.79
2.75,-0.04,-0.80
2.75,-0.04,-0.80
2.75,-0.04,-0.81
2.75,-0.05,-0.81
2.75,-0.05,-0.81
2.75,-0.05,-0.81
