roll_deg,pitch_deg,yaw_deg
-2.77,0.46,-1.23
-2.81,0.42,-1.19
-2.95,0.34,-1.16
-3.04,0.28,-1.15
-3.12,0.23,-1.13
3.12,0.18,-1.10
3.10,0.15,-1.06
3.08,0.12,-1.02
3.06,0.08,-0.97
3.04,0.05,-0.93
3.02,0.03,-0.91
3.01,0.02,-0.90
3.01,0.01,-0.89
3.01,0.02,-0.90
3.01,0.01,-0.90
3.01,0.01,-0.91
3.01,0.00,-0.93
3.01,-0.00,-0.93
3.01,0.00,-0.92
3.01,-0.00,-0.92
3.02,-0.01,-0.92
3.02,-0.02,-0.92
3.02,-0.03,-0.92
3.03,-0.03,-0.92
3.03,-0.03,-0.92
3.03,-0.03,-0.92
3.02,-0.02,-0.92
