roll_deg,pitch_deg,yaw_deg
-2.30,0.30,-1.32
-2.24,0.33,-1.29
-2.43,0.43,-1.18
-2.82,0.47,-1.22
-3.13,0.38,-1.29
2.93,0.19,-1.30
2.88,0.10,-1.28
2.85,0.04,-1.27
2.83,-0.05,-1.24
2.82,-0.10,-1.23
2.82,-0.11,-1.23
2.82,-0.12,-1.22
2.83,-0.13,-1.22
2.83,-0.14,-1.23
2.83,-0.14,-1.21
2.83,-0.14,-1.21
2.81,-0.17,-1.22
2.82,-0.19,-1.22
2.83,-0.20,-1.22
2.83,-0.22,-1.22
2.84,-0.23,-1.23
