roll_deg,pitch_deg,yaw_deg
-2.49,0.32,-1.28
-2.46,0.28,-1.27
-2.45,0.25,-1.24
-2.61,0.30,-1.20
-2.93,0.29,-1.20
3.12,0.22,-1.16
2.99,0.14,-1.10
2.92,0.08,-1.05
2.87,0.05,-1.00
2.84,0.02,-0.96
2.83,0.03,-0.95
2.82,0.04,-0.94
2.82,0.06,-0.94
2.82,0.06,-0.94
2.82,0.07,-0.94
2.82,0.06,-0.94
2.82,0.06,-0.94
2.83,0.04,-0.93
2.83,0.02,-0.93
2.84,0.01,-0.94
2.84,0.01,-0.93
2.84,0.01,-0.93
