roll_deg,pitch_deg,yaw_deg
-2.56,0.44,-1.19
-2.55,0.42,-1.18
-2.69,0.39,-1.18
-3.01,0.37,-1.21
2.99,0.29,-1.20
2.82,0.20,-1.13
2.68,0.07,-0.99
2.64,0.04,-0.88
2.64,-0.00,-0.81
2.65,-0.02,-0.74
2.77,-0.04,-0.71
2.83,-0.06,-0.70
2.88,-0.06,-0.69
2.91,-0.05,-0.68
2.93,-0.04,-0.67
2.94,-0.04,-0.67
2.96,-0.04,-0.66
2.98,-0.04,-0.65
3.00,-0.05,-0.64
3.01,-0.05,-0.65
3.02,-0.06,-0.65
3.03,-0.07,-0.64
3.03,-0.07,-0.64
3.04,-0.08,-0.64
3.04,-0.08,-0.64
3.04,-0.08,-0.64
3.04,-0.08,-0.64
