roll_deg,pitch_deg,yaw_deg
3.06,0.65,-1.53
3.06,0.59,-1.50
3.02,0.51,-1.45
2.97,0.46,-1.36
2.80,0.38,-1.29
2.69,0.31,-1.23
2.64,0.23,-1.17
2.63,0.21,-1.16
2.60,0.11,-1.07
2.59,0.03,-1.01
2.61,-0.07,-0.97
2.67,-0.13,-0.96
2.73,-0.15,-0.95
2.77,-0.14,-0.93
2.78,-0.14,-0.92
2.78,-0.14,-0.91
2.78,-0.13,-0.90
