roll_deg,pitch_deg,yaw_deg
2.79,-0.02,-1.13
2.75,-0.01,-1.07
2.73,0.02,-1.03
2.72,0.05,-1.00
2.72,0.06,-0.97
2.69,0.03,-0.95
2.63,-0.02,-0.95
2.60,-0.05,-0.94
2.58,-0.06,-0.95
2.58,-0.08,-0.95
2.58,-0.10,-0.95
2.57,-0.13,-0.95
