roll_deg,pitch_deg,yaw_deg
-3.11,-0.14,-1.09
-3.09,-0.03,-1.08
-3.13,0.09,-0.99
3.09,0.21,-0.93
3.02,0.31,-0.90
2.94,0.36,-0.88
2.86,0.34,-0.84
2.82,0.32,-0.80
2.76,0.26,-0.77
2.73,0.23,-0.73
2.73,0.21,-0.71
2.75,0.20,-0.69
2.78,0.20,-0.68
2.79,0.20,-0.68
2.80,0.20,-0.69
2.80,0.19,-0.71
2.80,0.19,-0.72
2.80,0.18,-0.72
2.81,0.17,-0.72
2.81,0.17,-0.71
2.81,0.16,-0.71
2.81,0.16,-0.71
2.81,0.15,-0.71
2.81,0.14,-0.71
