roll_deg,pitch_deg,yaw_deg
-2.21,0.16,-1.10
-2.21,0.18,-1.09
-2.43,0.30,-1.08
-2.75,0.43,-1.12
3.09,0.50,-1.19
2.80,0.45,-1.21
2.66,0.37,-1.20
2.61,0.31,-1.15
2.61,0.27,-1.10
2.62,0.24,-1.04
2.63,0.20,-1.01
2.64,0.18,-0.98
2.65,0.16,-0.97
2.65,0.16,-0.96
2.65,0.16,-0.96
2.66,0.16,-0.96
2.66,0.15,-0.96
2.67,0.13,-0.94
2.71,0.10,-0.92
2.73,0.08,-0.92
2.74,0.06,-0.91
2.74,0.05,-0.90
2.74,0.07,-0.90
2.74,0.08,-0.90
2.74,0.08,-0.90
2.74,0.08,-0.90
2.74,0.07,-0.90
2.74,0.06,-0.91
