roll_deg,pitch_deg,yaw_deg
-2.62,0.17,-1.44
-2.71,0.18,-1.38
-2.87,0.17,-1.32
-3.05,0.15,-1.28
3.06,0.12,-1.25
2.92,0.08,-1.24
2.79,0.05,-1.18
2.68,0.01,-1.13
2.64,-0.02,-1.11
2.62,-0.06,-1.10
2.62,-0.09,-1.10
2.63,-0.13,-1.10
2.63,-0.15,-1.10
2.64,-0.18,-1.10
2.64,-0.19,-1.10
2.64,-0.20,-1.10
2.64,-0.20,-1.11
2.64,-0.20,-1.11
2.64,-0.20,-1.11
2.65,-0.20,-1.11
2.65,-0.21,-1.11
2.65,-0.21,-1.10
