roll_deg,pitch_deg,yaw_deg
-2.77,0.37,-1.66
-2.78,0.38,-1.65
-2.80,0.39,-1.58
-2.84,0.31,-1.48
-2.90,0.20,-1.36
-2.96,0.14,-1.28
-3.05,0.08,-1.20
-3.11,0.04,-1.11
3.13,0.01,-1.01
3.10,-0.02,-0.94
3.07,-0.05,-0.87
3.04,-0.06,-0.83
3.01,-0.05,-0.82
2.99,-0.03,-0.82
2.98,-0.01,-0.82
2.98,-0.00,-0.82
2.98,0.00,-0.82
2.98,0.00,-0.82
2.98,0.01,-0.82
2.98,0.00,-0.82
2.98,0.00,-0.82
2.98,0.00,-0.82
2.98,0.01,-0.81
2.98,0.01,-0.81
