position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
-0.2606227670599259,0.32461398101789235,0.19583149653903548,-0.9535191235747205,0.2792978118679291,0.0253392417535269,-0.11023582035999373
-0.2619233562659281,0.3246273211048961,0.1917605900935966,-0.9537254845384082,0.2781901638620093,0.02186990855472484,-0.11198053389859826
-0.2636296199600669,0.3252523432214159,0.1884932194970418,-0.9540394546318095,0.2769012542502602,0.02313348902837973,-0.11224640789729742
-0.2656773956879842,0.3264315935334404,0.18371529430512068,-0.9545365358750239,0.275147316090683,0.02618987541240656,-0.11166040727888125
-0.2656773956879842,0.3264315935334404,0.18371529430512068,-0.9545365358750239,0.27514731609068344,0.026189875412406468,-0.11166040727888123
-0.2656773956879842,0.3264315935334404,0.18371529430512068,-0.9545365358750239,0.27514731609068344,0.026189875412406468,-0.11166040727888123
-0.265677395687984,0.3264315935334404,0.18371529430512037,-0.9545365358750241,0.2751473160906832,0.026189875412406013,-0.11166040727888055
-0.2656773956879844,0.3264315935334403,0.18371529430512068,-0.9545365358750237,0.2751473160906836,0.026189875412406846,-0.11166040727888187
-0.2656773956879844,0.3264315935334403,0.18371529430512068,-0.954536535875024,0.2751473160906831,0.026189875412406922,-0.111660407278882
-0.2656773956879842,0.3264315935334404,0.18371529430512068,-0.9545365358750239,0.27514731609068344,0.026189875412406468,-0.11166040727888123
-0.2656773956879842,0.3264315935334404,0.18371529430512068,-0.9545365358750239,0.27514731609068344,0.026189875412406468,-0.11166040727888123
-0.2656773956879844,0.3264315935334405,0.18371529430512074,-0.9545365358750237,0.27514731609068344,0.02618987541240697,-0.11166040727888106
-0.2656773956879844,0.3264315935334403,0.18371529430512068,-0.954536535875024,0.2751473160906831,0.026189875412406922,-0.111660407278882
-0.2656773956879844,0.3264315935334403,0.18371529430512068,-0.9545365358750237,0.2751473160906836,0.026189875412406846,-0.11166040727888187
-0.2656773956879844,0.3264315935334402,0.18371529430512135,-0.9545365358750237,0.2751473160906835,0.026189875412407665,-0.1116604072788816
-0.2656773956879842,0.3264315935334404,0.18371529430512068,-0.9545365358750239,0.275147316090683,0.02618987541240656,-0.11166040727888125
-0.2656773956879844,0.3264315935334403,0.18371529430512068,-0.9545365358750237,0.2751473160906836,0.026189875412406846,-0.11166040727888187
