shoulder_pan_angle,shoulder_lift_angle,elbow_angle,wrist1_angle,wrist2_angle,wrist3_angle
1.8115308284759521,-1.5926500759520472,-1.6849863529205322,-1.5282861676863213,1.645322561264038,-0.05654365221132451
1.798857569694519,-1.5932537517943324,-1.6852848529815674,-1.5280570288053532,1.6445910930633545,-0.05688840547670537
1.7867950201034546,-1.5938354931273402,-1.6858347654342651,-1.5277124729803582,1.6438651084899902,-0.05720264116396123
1.7756009101867676,-1.5945011578001917,-1.686538815498352,-1.5273161765984078,1.6433483362197876,-0.057368103657857716
1.7655086517333984,-1.5951272449889125,-1.6873183250427246,-1.5268340048244973,1.6428982019424438,-0.057531181965963185
1.7565659284591675,-1.5956460438170375,-1.6879210472106934,-1.526244593118765,1.6425575017929077,-0.057703797017232716
1.748957872390747,-1.5962277851500453,-1.6881569623947144,-1.5257362511805077,1.6424556970596313,-0.05788642564882451
1.7427420616149902,-1.5966550312437953,-1.687988519668579,-1.52526834354315,1.6423587799072266,-0.05791932741274053
1.7376046180725098,-1.5969921551146449,-1.6874487400054932,-1.5247357834926625,1.6423617601394653,-0.05798846880067998
1.7333816289901733,-1.5972725353636683,-1.6864633560180664,-1.5239568513682862,1.6423707008361816,-0.05792266527284795
1.729806900024414,-1.597410341302389,-1.6849229335784912,-1.5224062104574223,1.6423333883285522,-0.05782062212099248
1.7273601293563843,-1.597506662408346,-1.6832140684127808,-1.520326604401209,1.6424858570098877,-0.05768710771669561
1.7252589464187622,-1.597602983514303,-1.6810517311096191,-1.5170608435622235,1.6425608396530151,-0.05761129060854131
1.7234503030776978,-1.5977198086180628,-1.678302526473999,-1.5119159457138558,1.6426527500152588,-0.057375733052388966
1.7223979234695435,-1.5977994404234828,-1.67607843875885,-1.506909230058529,1.6428489685058594,-0.05727702776064092
1.7213338613510132,-1.5979320011534632,-1.6733499765396118,-1.4990332138589402,1.643200159072876,-0.057174030934469044
1.7204891443252563,-1.5981346569456996,-1.6703948974609375,-1.4890665796450158,1.6435825824737549,-0.05714589754213506
1.7200056314468384,-1.5982262096800746,-1.6681486368179321,-1.480113075380661,1.6438684463500977,-0.05701333681215459
1.7195688486099243,-1.5983263454832972,-1.6658806800842285,-1.4695463118008156,1.6442327499389648,-0.056965176259176076
1.719177007675171,-1.5983010731139125,-1.6634207963943481,-1.4563287210515519,1.6445231437683105,-0.056931320820943654
1.7189981937408447,-1.598340173760885,-1.6613836288452148,-1.4436155420592804,1.6447649002075195,-0.05688220659364873
1.7189503908157349,-1.5986129246153773,-1.6594116687774658,-1.4290770453265687,1.6450104713439941,-0.05688220659364873
1.7189009189605713,-1.5988818607726039,-1.657928705215454,-1.4133598816445847,1.6451761722564697,-0.05682689348329717
1.7186157703399658,-1.5990320644774378,-1.6566462516784668,-1.3968713891557236,1.6453509330749512,-0.05681783357729131
1.7180243730545044,-1.5992890797057093,-1.6557209491729736,-1.3792975854924698,1.645521879196167,-0.05681306520570928
1.7174195051193237,-1.5996414623656214,-1.655030369758606,-1.3608919245055695,1.645615816116333,-0.056847397481099904
1.716787338256836,-1.6000257931151332,-1.6545835733413696,-1.3418215376189728,1.645728588104248,-0.05695039430727178
1.7161980867385864,-1.600476404229635,-1.6544010639190674,-1.3222091656974335,1.645981788635254,-0.05711394945253545
1.7157714366912842,-1.600877424279684,-1.6544519662857056,-1.3024322551539917,1.6461639404296875,-0.05724984804262334
1.7153031826019287,-1.6011597118773402,-1.6544488668441772,-1.2827262741378327,1.6464004516601562,-0.05742055574526006
1.7148423194885254,-1.6015922031798304,-1.6544667482376099,-1.2572016876987,1.6466410160064697,-0.05761748949159795
1.7146186828613281,-1.6018115482726039,-1.654689073562622,-1.240790234213211,1.6466848850250244,-0.05771094957460576
1.714417576789856,-1.6019836864867152,-1.6550573110580444,-1.2225079101375123,1.646655797958374,-0.057889763508931935
1.7143065929412842,-1.6020876369872035,-1.6553515195846558,-1.2080969673446198,1.6465535163879395,-0.05793315569032842
1.7140573263168335,-1.6022120914854945,-1.6560733318328857,-1.1896251899055024,1.646378755569458,-0.05800468126405889
1.7136057615280151,-1.602347036401266,-1.6570720672607422,-1.1655936700156708,1.6460294723510742,-0.0580976645099085
1.7134047746658325,-1.602445741693014,-1.657468318939209,-1.155893550520279,1.6459927558898926,-0.05808383623232061
1.7131779193878174,-1.6025124988951625,-1.658220887184143,-1.138138012295105,1.6458218097686768,-0.05812436739076787
1.712969422340393,-1.6025949917235316,-1.6590168476104736,-1.1203588408282776,1.6457741260528564,-0.05816775957216436
1.7128088474273682,-1.6027165851988734,-1.6597050428390503,-1.1024598342231293,1.6457514762878418,-0.058182541524068654
1.7126646041870117,-1.6027914486327113,-1.6603447198867798,-1.0840865236571808,1.6458978652954102,-0.058265511189596
1.7125204801559448,-1.602950235406393,-1.660957932472229,-1.0669167798808594,1.6461009979248047,-0.058182541524068654
1.712363362312317,-1.6029249630370082,-1.661483645439148,-1.0489569467357178,1.646501064300537,-0.05823690096010381
1.7123448848724365,-1.602913042108053,-1.6617274284362793,-1.0410726231387635,1.6467158794403076,-0.058079067860738576
1.7122652530670166,-1.6028834782042445,-1.6619306802749634,-1.0300344389728089,1.6470580101013184,-0.057868305836812794
1.7122020721435547,-1.6029235325255335,-1.6621161699295044,-1.0211960238269349,1.6474422216415405,-0.05741626421083623
1.7121093273162842,-1.6029087505736292,-1.6622031927108765,-1.014904038315155,1.6477200984954834,-0.05669624010194951
1.7119935750961304,-1.6029249630370082,-1.6623873710632324,-1.0107928079417725,1.6479778289794922,-0.055874172841207326
1.7116590738296509,-1.6030861339964808,-1.6631048917770386,-1.0083661836436768,1.6481835842132568,-0.054938618336812794
1.7114880084991455,-1.6033255062498988,-1.6640729904174805,-1.0084341329387208,1.6483373641967773,-0.054220024739400685
1.711382508277893,-1.6035453281798304,-1.6656932830810547,-1.0098974865726014,1.6484901905059814,-0.05352241197694951
1.7113178968429565,-1.6038109264769496,-1.6682575941085815,-1.0138564866832276,1.6486170291900635,-0.0529711882220667
1.711289644241333,-1.6040002308287562,-1.671021580696106,-1.019178883438446,1.6487095355987549,-0.05244332948793584
1.7112054824829102,-1.6044427357115687,-1.6733343601226807,-1.0236880344203492,1.648781657218933,-0.052086655293599904
1.7110395431518555,-1.6050402126707972,-1.676169514656067,-1.029873327617981,1.6487605571746826,-0.051795307789937794
1.7106313705444336,-1.6055871448912562,-1.6787967681884766,-1.036557750110962,1.648695945739746,-0.051604572926656544
1.7097229957580566,-1.6061679325499476,-1.6812012195587158,-1.0442423981479187,1.6486318111419678,-0.051398579274312794
1.7081695795059204,-1.6068135700621546,-1.6828917264938354,-1.053207055931427,1.648590087890625,-0.05119640031923467
1.7061512470245361,-1.6075788937010707,-1.6838431358337402,-1.0634954136661072,1.648657202720642,-0.0510943571673792
1.7040379047393799,-1.60833801845693,-1.683852195739746,-1.0753269058516999,1.6486437320709229,-0.05096561113466436
1.70213782787323,-1.609215875665182,-1.6832085847854614,-1.0884249073318024,1.6486884355545044,-0.05089408556093389
1.7001957893371582,-1.610176225701803,-1.6819169521331787,-1.102907584314682,1.6486732959747314,-0.05086833635439092
1.698520541191101,-1.6110488377013148,-1.6797349452972412,-1.118873969917633,1.6487635374069214,-0.05078107515443975
1.6969624757766724,-1.6118165455260218,-1.6765658855438232,-1.1361423891833802,1.6488364934921265,-0.05076200166811162
1.6956984996795654,-1.612530370751852,-1.672393798828125,-1.1551860135844727,1.6488518714904785,-0.05059701601137334
1.6946089267730713,-1.6130548916258753,-1.667067289352417,-1.1757664245418091,1.6488990783691406,-0.050471131001607716
1.6937501430511475,-1.6134730778136195,-1.660509705543518,-1.197894499903061,1.648891568183899,-0.050281826649801076
1.6930415630340576,-1.6135574779906214,-1.6532381772994995,-1.2216974061778565,1.6488037109375,-0.0500720183001917
1.6924599409103394,-1.6137424908080042,-1.6454559564590454,-1.2466440361789246,1.6485767364501953,-0.04995423952211553
1.691977620124817,-1.6139632664122523,-1.6369324922561646,-1.2725346845439454,1.6482665538787842,-0.049805466328756154
1.6914392709732056,-1.6140815220274867,-1.6278245449066162,-1.2984181207469483,1.6478338241577148,-0.049648586903707326
1.691016674041748,-1.6142627201476039,-1.618980884552002,-1.323963613515236,1.647364616394043,-0.049561325703756154
1.6906371116638184,-1.6144873104491175,-1.6101958751678467,-1.3488129836371918,1.6469345092773438,-0.04939490953554326
1.6902832984924316,-1.6146437130370082,-1.6009280681610107,-1.3727038514665146,1.646496295928955,-0.04934436479677373
1.6899995803833008,-1.614777227441305,-1.5918775796890259,-1.395314173107483,1.646073341369629,-0.04923087755312139
1.6898226737976074,-1.6148110828795375,-1.5833666324615479,-1.4170345228961487,1.6456859111785889,-0.049009148274556935
1.6897246837615967,-1.6150928936400355,-1.574798345565796,-1.437823401098587,1.6452924013137817,-0.04881030717958623
1.6895543336868286,-1.6153770885863246,-1.5662765502929688,-1.457462304537632,1.6448967456817627,-0.04861337343324834
1.6895071268081665,-1.6155687771239222,-1.558566927909851,-1.4763393190554162,1.6443337202072144,-0.048443142567769826
1.6894372701644897,-1.6158415279784144,-1.5507025718688965,-1.4961025950363656,1.6436368227005005,-0.048258606587545216
1.6893162727355957,-1.6159407101073207,-1.5450212955474854,-1.5101677936366578,1.642925500869751,-0.04819375673402959
1.6891872882843018,-1.616133829156393,-1.5379517078399658,-1.5272872944227238,1.64205801486969,-0.04801637331117803
1.6890758275985718,-1.6161819897093714,-1.5337566137313843,-1.537581057553627,1.6415125131607056,-0.04791433015932256
1.6882604360580444,-1.6162902317442835,-1.5291200876235962,-1.5493005246720095,1.640838861465454,-0.04785138765443975
1.6867380142211914,-1.6164213619627894,-1.5249031782150269,-1.560064591733255,1.6403888463974,-0.047812763844625294
1.6840267181396484,-1.616913457910055,-1.5207886695861816,-1.5702119674281967,1.6399506330490112,-0.04777270952333623
1.6804916858673096,-1.617638727227682,-1.5169320106506348,-1.579799314538473,1.6396528482437134,-0.047684494649068654
1.6766570806503296,-1.6184379063048304,-1.5135166645050049,-1.5886618099608363,1.6393990516662598,-0.04769355455507451
1.67264986038208,-1.6190744839110316,-1.5105900764465332,-1.5965758762755335,1.639062523841858,-0.04762775102724248
1.6687194108963013,-1.619697710076803,-1.5081181526184082,-1.6034375629820765,1.6386431455612183,-0.047571961079732716
1.6650487184524536,-1.6202894649901332,-1.5060834884643555,-1.6093398533263148,1.6380807161331177,-0.047661606465474904
1.6617778539657593,-1.6208020649352015,-1.5045076608657837,-1.6142851314940394,1.6372126340866089,-0.047724548970357716
1.6589453220367432,-1.6212884388365687,-1.5032548904418945,-1.6183253727354945,1.6358588933944702,-0.04789621034731084
1.656521201133728,-1.6217872105040492,-1.5025423765182495,-1.6215845547118128,1.6342418193817139,-0.04809266725649053
1.6544389724731445,-1.6223083935179652,-1.502210021018982,-1.6242038212218226,1.6322245597839355,-0.04824430147279912
1.6527318954467773,-1.622690340081686,-1.502175211906433,-1.6263214550414027,1.6299889087677002,-0.04831153551210576
1.6513258218765259,-1.6231171093382777,-1.502575159072876,-1.6279598675169886,1.627764105796814,-0.04832345644106084
1.6501623392105103,-1.6237522564330042,-1.503231406211853,-1.6291972599425257,1.625827670097351,-0.04830819765199834
1.6492435932159424,-1.6248189411559046,-1.5039242506027222,-1.6302348575987757,1.6241133213043213,-0.04823476472963506
1.648569107055664,-1.6266480884947718,-1.5046671628952026,-1.631066461602682,1.6226474046707153,-0.04826528230776006
1.6479814052581787,-1.6288687191405238,-1.5053783655166626,-1.631636758843893,1.6214599609375,-0.04817659059633428
1.6475257873535156,-1.6315199337401332,-1.5062100887298584,-1.63209929088735,1.6204917430877686,-0.04817802110780889
1.6471858024597168,-1.634411951104635,-1.5071016550064087,-1.6323286495604457,1.6197104454040527,-0.04815370241274053
1.6469383239746094,-1.6376191578307093,-1.5079602003097534,-1.6324626408019007,1.6191368103027344,-0.048151795064107716
1.646815538406372,-1.6411119900145472,-1.5087634325027466,-1.6324736080565394,1.6188066005706787,-0.04809266725649053
1.6466792821884155,-1.644771238366598,-1.5094181299209595,-1.6323238811888636,1.6186058521270752,-0.04806644121278936
1.646583080291748,-1.6485725841917933,-1.5100350379943848,-1.6320892773070277,1.6184521913528442,-0.04801398912538701
1.6465040445327759,-1.6525026760497035,-1.5107555389404297,-1.6317411861815394,1.6183772087097168,-0.04790097871889287
1.6463584899902344,-1.6565619907774867,-1.5113451480865479,-1.6313492260374964,1.6183222532272339,-0.0478442350970667
1.6462547779083252,-1.6607386074461878,-1.51190185546875,-1.6307317219176234,1.6184043884277344,-0.04773074785341436
1.646175503730774,-1.6650015316405238,-1.5125041007995605,-1.6300398312010707,1.6185048818588257,-0.04776937166322881
1.6460161209106445,-1.6695038280882777,-1.51335608959198,-1.6293708286681117,1.6186976432800293,-0.04770976701845342
1.6461247205734253,-1.674471994439596,-1.514505386352539,-1.628634592095846,1.618962049484253,-0.047666374837056935
1.6461679935455322,-1.679052015344137,-1.5159595012664795,-1.6276713810362757,1.6192162036895752,-0.04763776460756475
1.646247386932373,-1.6839553318419398,-1.5179239511489868,-1.626075883904928,1.6195266246795654,-0.04754001299013311
1.6463584899902344,-1.688976903954977,-1.520015001296997,-1.623758455316061,1.61985445022583,-0.0474780241595667
1.6465067863464355,-1.6943098507323207,-1.522270917892456,-1.6206098995604457,1.620104432106018,-0.04749614397157842
1.646583080291748,-1.6997415028014125,-1.5247607231140137,-1.6163975201048792,1.6203484535217285,-0.04745084444154912
1.6466597318649292,-1.7055827579894007,-1.5275614261627197,-1.6109782658019007,1.6206201314926147,-0.04738742509950811
1.6466368436813354,-1.7110825977721156,-1.530373215675354,-1.6049300632872523,1.620750904083252,-0.047434631978170216
1.6466578245162964,-1.7162219486632289,-1.53303861618042,-1.598710676232809,1.6208957433700562,-0.047401253377096
1.6466984748840332,-1.7222615681090296,-1.5363489389419556,-1.5908595524229945,1.621023178100586,-0.04738742509950811
1.646787166595459,-1.727640291253561,-1.5396322011947632,-1.58343567470693,1.621057391166687,-0.04739505449403936
1.646837830543518,-1.7330266437926234,-1.5431410074234009,-1.5747524700560511,1.6211576461791992,-0.047401253377096
1.646964192390442,-1.738290926019186,-1.5468541383743286,-1.5655437156422813,1.621177077293396,-0.047286335621969044
1.6470177173614502,-1.743340631524557,-1.550889253616333,-1.5557357187247653,1.6212321519851685,-0.0471418539630335
1.6470987796783447,-1.7484375439085902,-1.5552940368652344,-1.5448827997646113,1.6213011741638184,-0.04692060152162725
1.6470952033996582,-1.75278963665151,-1.5593087673187256,-1.5353150156191369,1.6213042736053467,-0.04689342180360967
1.6471903324127197,-1.7585202656187953,-1.564759612083435,-1.5230222952416916,1.6213443279266357,-0.04680234590639287
1.6472172737121582,-1.761874338189596,-1.5681631565093994,-1.5154661808959027,1.621373176574707,-0.04672557512392217
1.6473193168640137,-1.7656270466246546,-1.5718050003051758,-1.50738878667865,1.621361255645752,-0.04662496248354131
1.6473581790924072,-1.769421239892477,-1.5754003524780273,-1.4995582413724442,1.6213757991790771,-0.04655677476991826
1.647329568862915,-1.7731496296324671,-1.578661561012268,-1.492492751484253,1.621378779411316,-0.0464399496661585
1.6473655700683594,-1.776745935479635,-1.5818121433258057,-1.4858328786543389,1.6214203834533691,-0.046317402516500294
1.647438883781433,-1.7801557979979457,-1.5847878456115723,-1.4797608640841027,1.6214367151260376,-0.046242539082662404
